,text,Sentiment
4682,"'""The European Union agreed to Chinese censorship of a public letter by its ambassadors that removed any mention of… https://t.co/4OQWbu8e2l'",0
4683,'@Maryam_Rajavi_F @alimoha87150983 Il est du devoir des organisations internationales de prendre des mesures immédia… https://t.co/3DEAASMf3d',0
4684,'Coronavirus : le développement du sport au féminin est-il en péril ? Moi je dirais « touché ms pas coulé » Un excel… https://t.co/lsh0PDnEcV',0
4685,"'#Coronavirus : une #mortalité sous-évaluée en France, faute d’avoir tiré les enseignements des crises précédentes… https://t.co/7RvSR1Jsa1'",0
4686,'وكالة موديز تغير تصنيف النظرة المستقبلية لـ #أرامكو و #سابك والاتصالات  السعودية إلى سلبية! إذا استمر تدهور أحوالهم… https://t.co/jf59lUNzTq',0
4687,'Coronavirus : des milliers de tonnes de fromages AOC à la trappe https://t.co/55QvnbntHM',0
4688,"'🔹مشهد نادر يرصده ""خليفة سات"" وهو أول قمر صناعي مطور إماراتياً  ينشر صوراً لمطارات عالمية مليئة بالطائرات بسبب فيروس… https://t.co/LabpscHWRz'",0
4689,"'Lutte contre le coronavirus: Le directeur général de l'Organisation mondiale de la santé (OMS), Tedros Adhanom Gheb… https://t.co/3dmZbZpPTy'",0
4690,'@EmmanuelMacron ET @EPhilippePM après avoirs sacrifiés les hospitaliers le tour des enseignants et enfants en premi… https://t.co/n8UqCF3MbX',0
4691,'في الخليج يقوم المسؤول باستيراد اطباء من العالم الثالث وإقصاء ابناءنا المبدعين… وحين يمرض المسؤول يسافر لاوروبا ليت… https://t.co/kD2XcIRphT',0
4692,'#كورونا حول العالم: الإصابات 99.917.3 والوفيات 270.740 والتعافي 1.344.278 https://t.co/94L5NYWB86 #أخبار_الوئام #رمضان_مبارك #رمضان',0
4693,'La Sampdoria a peut être permi à la série A d’éviter le pire en imaginant une reprise prochaine de la compétition.',0
4694,'روسيا تسجل 98 حالة وفاة و10699 إصابة جديدة بفيروس كورونا وتعافي 2805 #ليبانون_ديبايت',0
4695,"'Coronavirus. Au CHU d’Angers, la nuit s’étire au service « réa », l’excellent reportage de ⁦@BenoitRobert49⁩… https://t.co/ONRXSzbhdD'",0
4696,'Pour le moment 5 positifs au test du #coronavirus après les premiers résultats. On attend le reste des résultats da… https://t.co/IgsDK4OQmB',0
4697,'@ajmubasher التقشف للشعب والبطالة وتخفيض الرواتب وطرد البعض من وظائفهم لمحاربة ازمة #كورونا الاقتصادية لكن الحمار ع… https://t.co/TBViUjb1eo',-1
4698,'https://t.co/ySCuT8CDvP  @olivierveran  Cet article met du piment sur votre déclaration animalière à l assemblée. Alors qui dit la vérité ?',-1
4699,'Coronavirus: le Championnat de Turquie reprendra le 12 juin ! https://t.co/1Vw9zlnyaZ',0
4700,'L’Afrique du Sud teste l'effet du BCG contre le Coronavirus https://t.co/ytGUbuDs0H',0
4701,'#coronavirus #déconfinement #Châlons #écoles Environ 1 000 élèves reprendront le chemin des écoles le 14 mai… https://t.co/yzZGik7wmA',0
4702,'Coronavirus: L’OIF approuve la demande du gouvernement congolais et reporte ses neuvièmes jeux pour 2022 https://t.co/LsYCtzGdEg',0
4703,"'روسيا تعلن عن تسجيل 11,699 إصابة جديدة بفيروس كورونا #العربية_عاجل https://t.co/a1vIGVFnOW'",0
4704,'#Coronavirus Une majorité d'Anglais s'informent et ont confiance en les sources trad ou officielles… https://t.co/aJXK84iAXK',0
4705,'التصيد الإلكتروني... محتالون يستغلون كورونا لإيقاع ضحايا في لبنان https://t.co/pPtE7FwvHS',0
4706,"'Quand j’entends ça, j’ai envie de sortir ma Ferrari et de rouler plein pot dans @Paris ! Marion Cotillard, Vanessa… https://t.co/mcCNhQT5GF'",0
4707,"'""Ces formes de limitations liberticides sont un prélude inquiétant à la création d’un gouvernement mondial hors de… https://t.co/no83tR2MqQ'",0
4708,'فيورنتينا يعلن إصابة ثلاثة لاعبين بفيروس كورونا https://t.co/CQq9q2lSCa',0
4709,'مدرب ليغانيس يكشف أن الدوري الإسباني سيُستأنف يوم 20 يونيو #كورونا',0
4710,'Ils feraient n’importe quoi pour discrédité le docteur raoult ! Les chiffres sont présent pourtant ! J’écoute pas l… https://t.co/GeaARXb8QR',0
4711,'ترامب: سنخضع يوميا أنا ونائبي مايك بنس لفحص فيروس كورونا https://t.co/xKvwaO3X79',0
4712,'#بنجلادش تضع قاربا يحمل 280 من الروهينجا في الحجر الصحي  التفاصيل.. https://t.co/bGf5uZZQPx  #شبكة_رؤية_الاخبارية… https://t.co/lABPlULou8',0
4713,'Les mensonges du gouvernement pour s’auto-amnistier de sa gestion du coronavirus https://t.co/HPAyStN7WU via @Valeurs',0
4714,"'#كورونا يفرض ""الهدوء"" على الاحتفال بهزيمة #النازية  https://t.co/fcKpy9haae https://t.co/FmjoO2NAsI'",0
4715,"'Par @NicoMartinFC &amp; @lamethodeFC   ""Quelles #Séquelles pour les malades du #Covid ?""   Via @franceculture https://t.co/jwcBmOshin'",0
4716,'عاجل | #روسيا تسجل 98 حالة وفاة و10699 إصابة جديدة بفيروس #كورونا وتعافي 2805',0
4717,"'""La crise du #coronavirus ne doit pas réduire les voies légales pour les migrants, ni favoriser le recours à la cla… https://t.co/2taqo4BbfL'",0
4718,'ألمانيا تسجل أقوى تراجع في صادراتها بسبب كورونا https://t.co/Sd4Px74bmt',0
4719,'طفرة جديدة تطرأ على كورونا .. وآمال بتحوله إلى فيروس وديع https://t.co/50rP9cijzL',0
4720,'Le coronavirus frappe les communautés juives du monde https://t.co/0crtzNF1Wf via @JForum',0
4721,'أسعار النفط ترتفع بفضل تخفيف قيود كورونا ببعض الدول https://t.co/fZlDixtobA',0
4722,"'#روسيا تعلن عن تسجيل 11,699 إصابة جديدة بفيروس #كورونا'",0
4723,'اشتقنا الله ياخذ كورونا 🥺♥️',0
4724,"'""Un cours de yoga, un atelier sur le sommeil ou une coupe de cheveux mais surtout, l'oreille d'un psychologue ou d'… https://t.co/22c7p0oim3'",0
4725,"'#روسيا تعلن عن تسجيل 11,699 إصابة جديدة بفايروس كورونا #عكاظ #ان_تكون_اولا #كورونا #corona https://t.co/VD55AtKbWM'",0
4726,'FRANCHE-COMTE - PREAVIS DE #GREVE DANS L'EDUCATION NATIONALE  #covid19 #coronavirus #deconfinement https://t.co/BZWQyM6mdk',0
4727,"'Coronavirus : 5G, vaccins… quand Juliette Binoche relaie des théories du complot sur Instagram https://t.co/82Lcq0qBLY via @le_Parisien'",0
4728,"'Du coup big up aux gens qui se sont rués dessus, déjà que c’était ridicule, ça l’est d’autant plus'",0
4729,'Le chef de la propagande a un certain sens de l’humour !!            Coronavirus: un seul nouveau cas rapporté en C… https://t.co/X4fsgaI9D1',0
4730,'تجاوز إجمالي المصابين بفايروس كورونا حول العالم ثلاثة ملايين و750 ألف شخص https://t.co/CEBQbi0Hh5',0
4731,"'Île-de-France : ""On reste plus proches d'un confinement que d'un déconfinement"", estime Christophe Najdovski, maire… https://t.co/pBtgC8Wwmm'",0
4732,"'الصين تتهم بومبيو ""بالكذب"" فيما يتعلق بتعاملها مع كورونا https://t.co/SloN0ePAqu'",0
4733,"'#coronavirus  #confinement  #deconfinement  Après près de deux mois d’absence, le #marché de #Hem reprend ce dimanc… https://t.co/QEWjjPGLQv'",0
4734,'صحة الكرخ تعلن تسجيل ١٧ إصابة جديدة بفيروس كورونا https://t.co/FoGfvVnp9G',0
4735,'#صور | فرقة فلسطينية في غزة تؤدي جلسة مديح نبوي خلال شهر رمضان المبارك في المنزل عبر البث المباشر كإجراء احترازي من… https://t.co/F77PlNuhNh',0
4736,'Coronavirus en Ile-de-France : «Il faut serrer les dents encore trois semaines» https://t.co/pjxv0X2sCx',0
4737,'Parler d’une transmission sexuelle quand on se contamine avec une simple poignée de main est presque un non sens.',0
4738,'🔴 “وفيات مروعة”.. كورونا يتوحش في أمريكا ويكسر “عتبة المليون” ! https://t.co/6M7tdrqzWF',0
4739,'En Chine ?! Non en France ! #PlusJamaisLREM #PlusJamaisCa #MasquesGratuits Coronavirus : une mortalité sous-évaluée… https://t.co/ueRb1Sos2h',0
4740,'أخي الصائم (وأختي) الصيام ليس الإمتناع عن الطعام فقط بل الأهم ضبط النفس حتي في أبسط الأمور مثلاً عند  🌙قيادة سيارتك… https://t.co/a2tfY7DMOU',0
4741,'في استجواب امام لجنة القوات المسلحة بمجلس الشيوخ قال كينيث بريثويت المرشح لقيادة البحرية الأمريكية واللي بيشتغل سفي… https://t.co/Ma05mREnHC',0
4742,"'Coronavirus en Belgique: le ""drive-in"" de dépistage de Jambes a déjà permis de tester près de 400 personnes https://t.co/vokQUVRNVS'",0
4743,'Nous voilà rassurés !',0
4744,'#عاجل_الغدير روسيا تسجل 10699 إصابة جديدة بكورونا و98 وفاة  أعلنت السلطات الصحية الروسية اليوم الجمعة، عن تسجيل 106… https://t.co/bbbptIaOuB',0
4745,"'🏝️🏥#Mayotte : «Tous les deux ou trois jours, il y a un doublement du nombre de cas» de #coronavirus -… https://t.co/zpehZc5oco'",0
4746,'Coronavirus. Les médecins russes poussés à bout #Russie #Coronavirus https://t.co/oP65y96ptM via @ouestfrance',0
4747,'كورونا خرب كل خططي',0
4748,'#COVID19 #Covid_19 #coronavirus Aux Emirats les centres commerciaux  ne devront  pas dépasser  les 30% de leur capa… https://t.co/QeOCZmhWYx',0
4749,'« Mettre fin aux discours de haine » @antonioguterres @ONU_fr @ONUinfo',0
4750,"'Pourquoi être fière d’un pays ou les gouvernement, le président sont à mon avis responsable de beaucoup de manqueme… https://t.co/EsumvRs5zg'",0
4751,"'Le #8Mai, c'est la capitulation du coronavirus, c'est ça non ? #OkJeSorsEnCourantVite Bonne journée à vous tous 🙏❤️ https://t.co/gQBDD6fjJp'",0
4752,'🇫🇷 Coronavirus : 43 victimes attaquent l'État en justice https://t.co/WMxlHtCAzn via @PoliceRealites',0
4753,'THE MASQUE ! Un visuel à personnaliser ici : https://t.co/cZMm3SnRiS  #MasquesGratuits #hydroxychloroquine… https://t.co/tm6j6o5kkA',0
4754,'@JaadeeL Bonjour. Une réévaluation de la situation sera bientôt faite par rapport à cette nouvelle information sur… https://t.co/3GThm9aeN8',0
4755,'Coronavirus : Macron était au courant depuis... décembre. https://t.co/zd1or55dQT',0
4756,'Qu'un ministre puisque diffuser ces propos irresponsables comme justification de la réouverture des écoles me sidèr… https://t.co/jGcGjdZhWH',0
4757,'#روسيا تسجل أكثر من عشرة آلاف إصابة بـ #كورونا لليوم السادس   https://t.co/08NhDtjiNJ  #صحيفة_اليوم https://t.co/5HgAWR5fzk',0
4758,'توضيح من المجلس القضائي حول إجراءات إدامة قطاع العدالة في ظل كورونا هاشتاق عربي أوضح الناطق الإعلامي للمجلس القضائي… https://t.co/9suwryw1IB',0
4759,'Hausse des cas de #coronavirus en #Russie pour le sixième jour consécutif https://t.co/3nXPPGr7I4',0
4760,'Voir aussi sur ce sujet  https://t.co/p7OpRUE9hs',0
4761,'الهياجنة: اجتماع تنسيقي الليلة تحضيرا لتكثيف “تقصي كورونا” في المفرق غدا هاشتاق عربي   بلغت مجمل الحالات المسجلة وا… https://t.co/7SAbSnvTq1',0
4762,'Coronavirus en Ile-de-France : «Il faut serrer les dents encore trois semaines» https://t.co/hWHq13cPt8',0
4763,"'Coronavirus : les moutons de Panurge, par Jeanne Estérelle. https://t.co/EhSlAF3PQ1'",0
4764,'علماء إيطاليون يعلنون إنتاج أول لقاح يوقف انتشار فيروس كورونا في الخلايا البشرية  https://t.co/oeHX9Hf9SB',0
4765,'اللي مايشكي ضيف بيته من الجوع  وعلى لسانه ( حيّ منهم لفونا ) ٰ وزارة الصحّه يقولون : ممنوع اللي يجونك ممكن انهم يجو… https://t.co/PIHKCXlX0w',0
4766,'Coronavirus : des milliers de tonnes de fromages AOC à la trappe | Les Echos https://t.co/kzyqPDQOm0',0
4767,'عدد الوفيات بفيروس كورونا في ولاية نيويورك الأميركية يتخطى العشرين ألفاً  https://t.co/dYKm4TokyO',0
4768,"'""حرب شوارع"".. كورونا يشعل أغرب معركة بين واشنطن وبكين  التفاصيل في الرابط: https://t.co/SU8TkMl1zn #رؤيا_الاخباري #سوا_بالبيت #رمضان_كريم'",0
4769,'سي إن إن تكشف سبب فشل إدارة ترامب بتأمين الإمدادات الطبية الكافية لمكافحة كورونا  https://t.co/9fHnySGjX1',0
4770,'مغنيات كورال غاردينيا النسائي يطلقن أغنية عن فيروس كورونا من بيوتهن  https://t.co/NGTLMSuCnR',0
4771,'الوفيات بفيروس كورونا في هولندا تتجاوز خمسة آلاف والإصابات تقترب من 42 ألفاً  https://t.co/slbAO9rmte',0
4772,"'Contaminé par le coronavirus, Patrick Chesnais explique n'avoir «jamais connu ça» de sa vie https://t.co/NcMsNJGkSd'",0
4773,'Ici 4 démocraties à la queue de la lutte contre #Covid_19 #France #Espagne #Italie #Belgique https://t.co/tzjRhgBekD',0
4774,'أسعار النفط ترتفع مع تخفيف قيود كورونا بدول عدة https://t.co/nJuR8kE6mR',0
4775,'تغريدتي المنقولة عن د مصطفى محمود اعتقد و لله الحمد نحن من الفئة الأولى التي تمتلك أدوات المعرفة  https://t.co/CikzzZPSIB',0
4776,"'""Je pense avoir donné assez de ma solidarité"" : sollicitées pour fabriquer des masques, des couturières ne veulent… https://t.co/rTfT4kdEwr'",0
4777,'استقالات في قطاع السياحة هاشتاق عربي وجه رؤساء جمعيات في قطاع السياحة، الخميس، كتابا إلى وزيرة السياحة مجد شويكة، أ… https://t.co/Ffyh4M78n9',0
4778,"'🦠⚖️ [Que dit le droit ?] ""Vers une immunité pénale inédite en droit français : le cas de la responsabilité des… https://t.co/0IVh3OnP10'",0
4779,"'@patdu49 @ManresaManuel2 non puisqu'elle ne ""serviront à rien"" comme les masques pour le coronavirus.. tu vois je suis pas sibeth que ça .'",0
4780,'Coronavirus en ⁦@regionbretagne⁩  : « Le grenier de la France ». La #Bretagne n’avait jamais aussi bien porté son s… https://t.co/DKeXpbLQkl',0
4781,'La CGT ne défend pas les salariés mais simplement une idéologie marxiste révolutionnaire et n'a qu'un objectif mett… https://t.co/FDGtZWtfXn',0
4782,'بعض الدول تخفف قيودها المفروضة بسبب #كورونا على الرغم من عدم التوصل إلى علاج أو لقاح ضده https://t.co/3UyadbjlJg',0
4783,'#فرجت_والرجا_فالله  تنفيذاً لتوجيهات وزارة الداخليةرجال الأمن يبدأون في تطبيق لائحة الحد من التجمعات التي تسهم في ت… https://t.co/C2xtJvuxYe',0
4784,'190 ألفا عرضة للوفاة بكورونا في أفريقيا https://t.co/jTRuq5IYfD #الاردن #كورونا',0
4785,'عاجل | رويترز: روسيا تسجل 10699 إصابة جديدة بفيروس كورونا',0
4786,"'non puisqu'elle ne ""serviront à rien"" comme les masques pour le coronavirus.. tu vois je suis pas sibeth que ça .'",0
4787,'الحكومة تنشر تعليمات أمر الدفاع 11 لمنع وضبط عدوى كورونا هاشتاق عربي نشر في عدد الجريدة الرسمية اليوم الخميس، تعليم… https://t.co/V6f2KMnbFk',0
4788,'#عاجل.. #كورونا يشعل أغرب معركة بين و #اشنطن وبكين: حرب شوارع https://t.co/5eQAb48BVR #احمى_نفسك_احمى_بلدك',0
4789,'إصابة نجم الاتحاد السابق بفيروس كورونا https://t.co/M62yvwm4E0',0
4790,"'جوتيريش: جائحة كورونا أطلقت ""تسونامي"" من خطابات الكراهية  التفاصيل عبر الرابط 👈 https://t.co/Y1dPkv7PSa https://t.co/Y4TBe5NWlG'",0
4791,'«صندوق النقد الدولي»: صدمة #كورونا أعمق من أزمة 2008   دول المنطقة تعيش أكثر اللحظات صعوبة في التاريخ الاقتصادي من… https://t.co/4g8nvgrBHj',0
4792,"'روسيا تعلن عن تسجيل 10,699 إصابة جديدة بفيروس كورونا #العربية_عاجل https://t.co/a1vIGVFnOW'",0
4793,'🦠 #Coronavirus : et si on traitait la peur par la peur ? 🧐  ➡️ Les recommandations de notre conseiller Dominique Mo… https://t.co/qO4yDOQ56n',0
4794,'#البرازيل تسجل 9888 إصابة جديدة بـ #فيروس_كورونا و610 وفيات #كورونا  https://t.co/w3oZLvEBu8 https://t.co/Qt9yv56AOZ',0
4795,'وفيات كورونا عالميا تتجاوز 269 ألفا هاشتاق عربي ارتفع عدد وفيات فيروس كورونا في العالم ليبلغ 269002 حالة وفاة، فيما… https://t.co/VeuJgtJRbj',0
4796,'Coronavirus: l’avion transportant les passagers canadiens du Diamond Princess a atterri #Navs… https://t.co/wN7Kc2Mj5j',0
4797,'@mansour_y لان نسبة كبار السن عالية جدا عندهم مقارنة بالمواليد والشباب.. خصوصا اوروبا الغربية “القارة العجوز” تدري… https://t.co/eb9yZVJPt8',0
4798,'يارب ما اعظمك اللهم لاترينا عظمتكم بمايضرنا !!! ايها الناس اسمعوا وعوا قدره الله سبحانه وتعالى !!!اثنان الا ربع قرا… https://t.co/WR4elYlp6a',0
4799,'Elargir le debat avec la loi Fauchon Coronavirus : le Sénat a-t-il vraiment voté une amnistie pour protéger les res… https://t.co/mKZn7UuP3p',0
4800,'Elargir le debat avec la loi Fauchon  Coronavirus : le Sénat a-t-il vraiment voté une amnistie pour protéger les re… https://t.co/EtUQZaTKKn',0
4801,'#عاجل | #روسيا تعلن عن تسجيل 10699 إصابة جديدة بـ #كورونا  https://t.co/vU3EZ61Hic https://t.co/pdKbHaizP3',0
4802,'#Coronavirus – Pour #MichelOnfray : «#Macron enverra la #police et l’#armée» en cas de #contestation #sociale@novop… https://t.co/PrGTek2bgi',0
4803,'العقبة تفوز بالوجهة  الأعلى في خيارات المستطلعيين ضمن الوجهات السياحية المحلية المفضلة  بعد انقضاء أزمة كورونا...!',0
4804,'Les soignants mettent leurs enfants à l'école depuis le début du #Coronavirus Normal ils sont 4 par classe Maintena… https://t.co/u1dfshhZYP',0
4805,'L'œil du 20H | Les pharmaciens étaient autorisés à vendre des masques depuis fin mars et ne le savaient pas  https://t.co/7EkvrDT3OH',0
4806,'@salma1siddig دي مصيبة شنو  الناس دي ما عارفة في كورونا  هل ديل فعلا ثوار  وين قواعد التباعد الاجتماعي ؟ وكمان في ق… https://t.co/3QLWk4w2qH',-1
4807,'والله اني قبل كورونا بشهر كنت هنا الله يخس هالكورونا https://t.co/qCROwwncdc',-1
4808,'La police britannique appelle les clubs à un peu de décence en vue d'une reprise. Le responsable national de la thé… https://t.co/vVG3R1YDWw',0
4809,'#Chine : «La diplomatie des masques a échoué» https://t.co/PSMcx33bQk via @libe #Covid19 #Coronavirus #PCC #FrancoisGodement @i_montaigne',0
4810,'ارتفاع عدد الإصابات بفيروس كورونا في #الهند لأكثر من 56 ألف حالة و1886 حالة وفاة #A24 #A24News https://t.co/EsejD0cUBg',0
4811,'#Deconfinement #coronavirus enquête accablante du journal le monde sur la destruction du stock de masques : au mois… https://t.co/aPNlPh05zP',0
4812,'Des rappels surprenants en #Printemps2020... #Vaccin #Traitement #OMS Notre monde d'avant et d'après...',0
4813,'` 🔴 عاجل  قال باحثون صينيون أن الفيروس #كورونا  يمكن أن يستمر في السائل المنوي للرجال حتى بعد أن بدأوا في التعافي ،… https://t.co/TSqjZ3NXB2',0
4814,'تطاوين دون كورونا لليوم التاسع على التوالي https://t.co/UUTyN7ssSk',0
4815,'جامعة أم القرى - هكذا واجهنا .. كورونا https://t.co/gj3qHgFyfI',0
4816,"'Pandémie, l’actu est en ligne! https://t.co/kw3DQcYQSY Merci à @YvesMorel44 @1sylvialhene @laetherium #coronavirus #covid_19'",0
4817,'عاااجل   ماذا تريد تركيا من عدن ، اتراك مصابين بكورونا دخلوا عدن عبر ميناء عدن ، وتركهم امام بوابة مستشفى الجمهورية… https://t.co/WMO2CfwYFo',0
4818,"'Les alertes coronavirus, c'est pour ceux qui étaient sur une autre planète ces derniers mois ? 🤔'",0
4819,'اصابة واحدة بـ #كورونا في #الصين  #السوسنة  https://t.co/4XrqDqhYHo',0
4820,'#وزارة_التجارة: تحرير خمسة محاضر ضبط لمحال تجارية خالفت الإجراءات الاحترازية من #كورونا . https://t.co/aUJBGBa0KZ',0
4821,'“L'ennui est la maladie de la vie. On se fait des barrières pour les sauter.” ― Alfred de Vigny',0
4822,'Vive la capote....anglaise !!',0
4823,'🔵نرجوا من النواب ان لا تكسر عينهم نقصة ماتسوى قسمهم امام رب العزه   عن البحث في ملفات الفساد وغسيل الاموال . ولنا ل… https://t.co/ao9WR9a0eu',0
4824,"'Mayotte : «Tous les deux ou trois jours, il y a un doublement du nombre de cas» de Coronavirus https://t.co/HKRQaSByJG'",0
4825,'بهجة وإن عابرة..  #كورونا https://t.co/X2e5suU9Qw',0
4826,"'Non le test du coronavirus avec la longue tige qui va jusqu’à ton cerveau là, jamais je vais le faire pardon.'",0
4827,"'#Thaïlande 🇹🇭 Plats gastronomiques livrés par un majordome, bijou Cartier véhiculé directement depuis l'entrepôt, t… https://t.co/eOPTVXcxVq'",0
4828,'وطلع ترامب قال سنخضع يوميا أنا ونائبي مايك بنس لفحص فيروس كورونا. وسنخفف إجراءات السفر الدولي قريباً.  ترمب اتكلم… https://t.co/BdpRpleA8N',0
4829,'500 000 #emplois détruits au 1er trimestre 2020 : Stéphane Dubois commente l’impact de l’épidémie sur l’#économie f… https://t.co/5jneoNJPHm',0
4830,'« L'accès à l'emploi des jeunes est une question absolument vitale qui devra être une des priorités du plan de rela… https://t.co/zzAq3SkL4A',0
4831,'Coronavirus : Vincent Lindon se demande comment la France a pu en arriver là et propose une taxe Jean Valjean au pr… https://t.co/wl9q25KAdG',0
4832,'DÉSOBÉISSANCE CIVILE  @EmmanuelMacron ces CRIMINELS OSENT NOUS PARQUER SUR 100 KM Ils ont peur d'un tsunami populai… https://t.co/PhzED8jbTY',0
4833,'@fatimaalwahsh رعاة البقر يجوعون بفضل #كورونا و #ترامب يريد اشباع شعبه لذلك  يستعمل أوراقه لحلب المزيد من الملايير من البقر العربية .',0
4834,'Guerre Coronavirus Paris 7 mai 2020 #coronavirus #covid19 #guerre #jour52 #war #day52 #confinement #7mai2020 ville… https://t.co/kuYEhGOKwg',0
4835,'توقعات بـ”اضطرابات اجتماعية”.. تقرير: ضحايا كورونا في إيران 40 ألفًأ https://t.co/RX6M9jpaqj #أخبار_الوئام #رمضان_مبارك #رمضان',0
4836,'Un sacré putain de gratin.',0
4837,'Pour alimenter notre récente discussion @babils : https://t.co/iXPZvEAqMj',0
4838,'منظمة الصحة العالمية: 190 ألفا مهددون بالوفاة بفيروس كورونا في إفريقيا إن فشل الاحتواء .',0
4839,'صاحب هذا العقار ارتكب عدة جرائم بحق الوطن والانسانية ..  تدمير البنية التحتية - استنزاف الماء والكهرباء المدعوم - ن… https://t.co/OwZ7SzKINR',0
4840,'@ali_dneh 😂😂😂😂😂 بلاش على قد نيتنا دي نص الشعب هيروح في داهية  خليها على قد هبلنا ادينا 😂😂😂😂😂 يا ليلة بيضا يا نهار ن… https://t.co/hxFiM53S9k',0
4841,'600 وجبة ساخنة يوميًا لمتضرري كورونا يوزعها متطوعو البنك الأهلي https://t.co/YhHyam9BFy',0
4842,'89100 ريال مساعدات من جمعية البر الأهلية بالسديرة  خلال جائحة كورونا https://t.co/8f71lzfT6J',0
4843,"'#عاجل | روسيا تعلن عن تسجيل 10,699 إصابة جديدة بفيروس كورونا و98 وفاة.  #الرؤية_بلا_حدود https://t.co/0ugoyJ70RP'",0
4844,'Pathétique... #COVID19',-1
4845,'Coronavirus : des milliers de tonnes de fromages AOC à la trappe https://t.co/9t1lXPW65T',0
4846,'🔥 بينهم شاب سعودي عمره ٣٣ عاما .. بالفيديو : متحدث الصحة يكشف عن أعمار الذين توفوا بسبب كورونا https://t.co/TKnxWR2LVD',0
4847,'🔥 شاهد: خالد العقيلي يبكي على الهواء بعد تذكر والدته أثناء تقرير عن العزل في ظل أزمة كورونا https://t.co/gQ503S14pC',0
4848,"'Le #soleil et la #chaleur vont-ils faire disparaître le #coronavirus ?   Selon une récente étude brésilienne, jusqu… https://t.co/cXPnvs1UCg'",0
4849,"'كسرت عدد الحالات المصابة بفيروس #كورونا المستجد ""كوفيد-19"" حول العالم حاجز الـ 3.9 مليون حالة إصابة بكورونا.  ووصلت… https://t.co/ftgQbD8K9P'",0
4850,'#Coronavirus : un premier cas de #Covid_19  remontant au 2 décembre confirmé en #Alsace https://t.co/3Dpu5RvmSa via @franceinfo',0
4851,'الاتفاق التجاري بين بكين وواشنطن خارج دائرة التوتر بشأن كورونا https://t.co/8Hlu6DhcOi',0
4852,'مطر الطاير: المواصلات قطاع حيوي لا يمكن إيقاف خدماته الأساسية ونتخذ كافة الإجراءات الوقائية مع نشر الوعي والتعريف ب… https://t.co/D1IQ7rK3Ke',0
4853,'Pareil !',0
4854,'Coronavirus : plus de 4000 postes déjà supprimés dans l'aérien https://t.co/UF11ul4jUa',0
4855,"'العربية: روسيا تعلن عن تسجيل 11,699 إصابة جديدة بفيروس كورونا https://t.co/0CwUP5lEMn'",0
4856,'Intensification de la surveillance numérique de masse. La peur (du Covid) bien entretenue médiatiquement nous emmèn… https://t.co/6nptUH5mkC',0
4857,'«#الصحة_العالمية»: تخفيف قيود «#كورونا» يؤدى لمخاطر  https://t.co/z6gcpzCbFz #المسافة_أمان https://t.co/D1P42lnqqy',0
4858,'#وزارة_التجارة: تحرير خمسة محاضر ضبط لمحال تجارية خالفت الإجراءات الاحترازية من #كورونا . https://t.co/wPgiGEULcD',0
4859,'https://t.co/ubxciUUl3w donc le Covid 19 circulait déjà en France en novembre. Si vous avez eu une grippe de plus d… https://t.co/Wkrci9Qjek',0
4860,'ي جمالوا يا جمالواااا....موقع صدى البلد الإخباري/ #عاجل | الحكومة تحدد 1 يونيو موعدا لبدء التعايش مع فيروس #كورونا… https://t.co/chfTvg3mAH',0
4861,"'@arash Avec cette crise sanitaire sans précédent causée à cause du « Coronavirus Covid-19 », il est plus que nécess… https://t.co/TcuaLdApbu'",0
4862,"'Après le coronavirus, demandez le programme !'",0
4863,"'Si vous présentez des symptômes à partir du 11 mai, voici ce qu'il faut faire https://t.co/FM0Mvyx0Vr'",0
4864,'اللي يقول طفشان #كورونا #يوم_الجمعة https://t.co/RBOrlWe3JS',0
4865,'600 وجبة ساخنة يوميًا لمتضرري كورونا يوزعها متطوعو البنك الأهلي https://t.co/LgnIO6nkdu',0
4866,'89100 ريال مساعدات من جمعية البر الأهلية بالسديرة  خلال جائحة كورونا https://t.co/BpgN9Tbhlm',0
4867,'49 Courrier de l ouest - Coronavirus. 108 morts dans les hôpitaux de Maine-et-Loire depuis le début de l’épidémie https://t.co/xfbep2kDSd',0
4868,"'@EmmanuelMacron crime contre l’humanité prémédité! Excuse pandémie pour se protéger, peur d'un tsunami populaire, n… https://t.co/C0e692WPeq'",0
4869,'79 Courrier de l ouest - Coronavirus. Un patient de l’hôpital de Mauléon est décédé https://t.co/rrkw7MryWs',0
4870,'وورث او فوورث بالالماني هي قرية نمساوية 🇦🇹 تقع بين بلدة راوريس وبحيرة صيد الاسماك   Landgasthaus Weixen وتبعد عن زي… https://t.co/n9AZlalS3a',0
4871,'Angers - Coronavirus. La Gay Pride d’Angers est reportée https://t.co/9T6VeGGKXu',0
4872,'@motaibi00  اعلن معنا :  📢رفع هاشتاق ترند 📢تسويق منتجات 📢ادارة مسابقات 📢زيادة متابعين 📢دعم تصويت تويتر   🔴اشتراكات… https://t.co/XPodNBlyTP',0
4873,"'L'hydroxychloroquine, même Assad y croit, c'est vous dire! https://t.co/caKqvUH7Z8'",0
4874,'اليابان 🇯🇵 أعلنت الحكومة  أنها سمحت  باستخدام عقار رمديسيفير المضاد للفيروسات لمعالجة المصابين بفيروس كورونا وبكده… https://t.co/1XIB3Fm6tQ',0
4875,'40 ans de politique de gauche ou de pseudo droite populaire......',0
